None,count,count,count,count,count,count
132762,849.0,8.0,4.0,4.0,2.0,1100.0
132765,14.0,,,,,16.0
132773,172.0,,,,1.0,270.0
132779,6.0,,,,,19.0
132782,14103.0,347.0,127.0,34.0,75.0,22914.0
132787,18.0,1.0,1.0,,,30.0
132809,551.0,,,,5.0,1034.0
132818,148.0,3.0,1.0,,,266.0
132826,709.0,21.0,10.0,4.0,,1085.0
132828,510.0,20.0,,,,593.0
132831,3499.0,126.0,77.0,8.0,21.0,6073.0
132835,10240.0,396.0,192.0,8.0,56.0,17632.0
132840,44.0,1.0,1.0,,,70.0
132843,4.0,,,,,4.0
132849,88.0,2.0,2.0,,,174.0
132856,14.0,,1.0,,,15.0
132857,2.0,,,,,5.0
132860,45.0,,,,1.0,64.0
132865,1429.0,53.0,19.0,2.0,6.0,2770.0
132868,10.0,,,,,4.0
132873,1.0,,,,,1.0
132877,2.0,,,,,3.0
132879,2124.0,41.0,15.0,4.0,15.0,3718.0
132886,8.0,,,,,18.0
132898,4.0,,,,,5.0
132899,259.0,5.0,5.0,,2.0,402.0
132907,1.0,,,,,2.0
132911,15.0,,,,,31.0
132914,1036.0,20.0,16.0,,3.0,1560.0
132915,1411.0,37.0,13.0,,7.0,2406.0
132917,61.0,1.0,1.0,,,117.0
132919,359.0,2.0,2.0,,2.0,560.0
132921,1121.0,22.0,10.0,,3.0,1567.0
132926,1820.0,33.0,22.0,,9.0,2567.0
132928,37.0,5.0,1.0,,,94.0
132940,1.0,,,,,
132947,2.0,,,,,3.0
132951,1.0,,,,,1.0
132952,783.0,22.0,10.0,,1.0,1210.0
132953,35.0,,,,,54.0
132956,2.0,,,,,3.0
132964,110.0,2.0,2.0,,1.0,180.0
132986,10.0,,,,,18.0
132988,8.0,,,,,13.0
132990,4.0,,,,,
132992,18.0,2.0,2.0,,1.0,40.0
132995,491.0,12.0,9.0,,1.0,809.0
133003,372.0,9.0,6.0,1.0,1.0,612.0
133004,12.0,,,,,20.0
133005,2936.0,101.0,65.0,3.0,9.0,5902.0
133009,60.0,1.0,1.0,,,102.0
133010,4.0,,,,,2.0
133012,237.0,3.0,4.0,,2.0,336.0
133015,13.0,,,,,23.0
133018,2.0,,,,,13.0
133023,5.0,,,,,5.0
133027,17.0,,,,,28.0
133029,8232.0,135.0,65.0,4.0,39.0,13124.0
133030,3289.0,101.0,48.0,6.0,20.0,5579.0
133031,53.0,2.0,1.0,,,70.0
133036,92.0,3.0,1.0,,,163.0
133042,20.0,,,,1.0,33.0
133044,117.0,,,,,162.0
133054,18.0,,,,,28.0
133061,124.0,,,,,170.0
133063,53.0,,,,,108.0
133064,37.0,1.0,,,,80.0
133095,1.0,,,,,7.0
133112,1.0,,,,,1.0
133115,7.0,,,,,13.0
133121,11507.0,242.0,109.0,7.0,64.0,18221.0
133124,863.0,22.0,9.0,,1.0,1463.0
133134,7560.0,233.0,115.0,13.0,33.0,10949.0
133136,31.0,3.0,1.0,,,47.0
133139,14.0,1.0,,,,20.0
133140,2.0,,,,,5.0
133142,16.0,,,,1.0,30.0
133146,13.0,,,,,12.0
133147,5.0,,,,,7.0
133159,6.0,,,,,10.0
133164,10.0,,,,,10.0
133166,1624.0,28.0,14.0,2.0,4.0,2186.0
133178,10.0,,,,,15.0
133184,4.0,,,,,7.0
133187,28.0,,,,,41.0
133192,424.0,17.0,5.0,2.0,5.0,784.0
133210,8.0,,,,,14.0
133214,39.0,,,,1.0,61.0
133217,6.0,,,,,3.0
133220,168.0,3.0,2.0,,,343.0
133222,61.0,2.0,1.0,,1.0,96.0
133223,3.0,,,,,4.0
133225,1.0,,,,,1.0
133239,4.0,,,,,5.0
133245,363.0,19.0,,,,422.0
133246,17.0,,,,,46.0
133251,294.0,4.0,2.0,,1.0,439.0
133253,4.0,,,,,3.0
133262,42.0,,,,,83.0
133273,2.0,,,,,2.0
133282,34.0,,,,,46.0
133285,217.0,,,,2.0,286.0
133291,7.0,,,,,13.0
133298,14.0,,,,,14.0
133304,30.0,,,,,52.0
133308,31.0,1.0,1.0,,,53.0
133309,29.0,1.0,2.0,,,37.0
133316,11.0,,,,,15.0
133328,630.0,3.0,3.0,,3.0,893.0
133341,68.0,1.0,1.0,,,106.0
133344,16.0,1.0,1.0,,,36.0
133350,519.0,9.0,6.0,,8.0,846.0
133359,31.0,,,,,56.0
133362,34.0,4.0,2.0,,,66.0
133369,4.0,,,,,5.0
133370,30.0,,,,,30.0
133371,693.0,1.0,3.0,,7.0,1669.0
133372,11.0,,,,,27.0
133373,4.0,,,,,2.0
133374,174.0,2.0,,5.0,,265.0
133384,4.0,,,,,22.0
133404,2.0,,,,,
133408,7.0,,,,,11.0
133411,16.0,,,,,23.0
133420,16.0,,,,,9.0
133436,6825.0,265.0,102.0,10.0,37.0,11400.0
133437,178.0,3.0,1.0,,3.0,313.0
133450,1.0,,,,,5.0
133472,54.0,,,,1.0,99.0
133476,1.0,,,,,5.0
133477,1331.0,38.0,9.0,2.0,6.0,2166.0
133478,2.0,1.0,,,,2.0
133484,167.0,10.0,2.0,3.0,,327.0
133489,1.0,,,,,
133492,1.0,,,,,
133502,37.0,3.0,1.0,,,67.0
133514,52.0,,,,,68.0
133525,,,,,,5.0
133529,59.0,,,,,55.0
133530,133.0,2.0,,,,88.0
133533,2544.0,16.0,7.0,,13.0,4424.0
133536,19.0,,,,,76.0
133541,390.0,35.0,34.0,,1.0,594.0
133552,9.0,1.0,,,,8.0
133554,1.0,,,,,1.0
133562,196.0,5.0,4.0,,2.0,414.0
133573,3.0,,,,,3.0
133577,2.0,,,,,2.0
133589,139.0,,,,2.0,193.0
133608,5.0,,,,,16.0
133610,1390.0,27.0,25.0,1.0,6.0,2044.0
133611,44.0,,,,,69.0
133617,65.0,2.0,2.0,,,100.0
133618,35.0,1.0,1.0,,1.0,60.0
133621,189.0,,,,,292.0
133628,68.0,,,,,99.0
133629,3221.0,113.0,47.0,7.0,28.0,5003.0
133632,242.0,5.0,4.0,,2.0,376.0
133634,45.0,6.0,1.0,,1.0,105.0
133635,35.0,,,,,41.0
133638,2.0,,,,,3.0
133647,8.0,,1.0,,,8.0
133653,1.0,,,,,
133657,382.0,13.0,11.0,2.0,3.0,670.0
133669,1.0,2.0,,,,
133671,1.0,,,,,1.0
133672,23.0,,,,1.0,43.0
133678,61.0,,1.0,,,105.0
133679,,,,1.0,,
133707,12.0,,,,,11.0
133709,1334.0,41.0,22.0,,7.0,2058.0
133718,205.0,6.0,8.0,1.0,2.0,327.0
133722,4.0,,,,,6.0
133730,1867.0,57.0,31.0,3.0,15.0,3190.0
133766,478.0,32.0,14.0,,,1085.0
133770,997.0,22.0,18.0,1.0,10.0,2389.0
133781,134.0,,,,1.0,180.0
133792,7770.0,292.0,146.0,38.0,44.0,11905.0
133803,1458.0,64.0,33.0,1.0,9.0,2202.0
133805,22.0,1.0,,,,34.0
133809,47.0,2.0,1.0,,,56.0
133814,8.0,,,,,8.0
133828,6.0,1.0,,,,21.0
133846,6.0,,,,,8.0
133853,13.0,,,,,20.0
133861,22.0,,,,,41.0
133862,6.0,,,,,12.0
133865,753.0,11.0,5.0,,4.0,1178.0
133873,8051.0,276.0,169.0,5.0,41.0,12385.0
133875,120.0,,1.0,,,175.0
133876,1.0,,,,,
133882,141.0,,2.0,,2.0,225.0
133887,24.0,,,,,55.0
133890,5.0,,,,,9.0
133891,24.0,,,,,8.0
133903,89.0,1.0,2.0,,,162.0
133911,883.0,13.0,5.0,,4.0,1632.0
133913,27.0,,,,,36.0
133914,2.0,,,,,
133916,6.0,,,,,13.0
133917,2.0,,,,,3.0
133922,2.0,,,,,3.0
133927,57.0,1.0,,,,85.0
133934,2.0,,,,,3.0
133939,7.0,,,,,7.0
133944,1.0,,,,,2.0
133956,6.0,,,,,2.0
133957,2.0,,,,,5.0
133961,2.0,,,,,2.0
133974,4.0,,,,,15.0
133988,71.0,,,,,129.0
134001,3435.0,94.0,39.0,13.0,11.0,5154.0
134004,2.0,,,,,1.0
134005,55.0,,,,,79.0
134006,1.0,,,,,6.0
134009,14.0,,,,,28.0
134018,4.0,,,,,3.0
134019,4.0,,,,,3.0
134021,18.0,1.0,1.0,,,28.0
134025,94.0,2.0,1.0,,,131.0
134032,70.0,3.0,3.0,1.0,,112.0
134037,457.0,16.0,7.0,1.0,5.0,789.0
134038,11.0,1.0,1.0,,,8.0
134065,2.0,,,,,5.0
134068,5.0,,,,,10.0
134070,20.0,,,,,54.0
134084,25993.0,992.0,414.0,58.0,203.0,42440.0
134087,198.0,2.0,2.0,,1.0,372.0
134089,76.0,1.0,1.0,,,97.0
134093,30.0,2.0,1.0,,,50.0
134095,15.0,,,,,25.0
134098,27.0,,,,,48.0
134099,687.0,10.0,9.0,2.0,6.0,962.0
134105,2.0,1.0,,,,11.0
134107,127.0,2.0,1.0,,,171.0
134114,106.0,6.0,4.0,,2.0,203.0
134118,131.0,1.0,,,,161.0
134122,129.0,,,,1.0,260.0
134132,28.0,,,,1.0,24.0
134135,12.0,,,,,23.0
134150,695.0,31.0,18.0,5.0,6.0,1486.0
134169,4.0,,,,,7.0
134172,30.0,,,,,63.0
134176,3742.0,78.0,47.0,6.0,24.0,6247.0
134179,9.0,,,,,11.0
134183,1372.0,56.0,27.0,1.0,7.0,2281.0
134190,54.0,3.0,2.0,,1.0,84.0
134202,152.0,1.0,1.0,,2.0,233.0
134203,3.0,,,,,5.0
134206,4.0,,,,,5.0
134212,7.0,,,,,7.0
134213,,,,,,6.0
134221,65.0,,1.0,1.0,,98.0
134223,59.0,,,,,84.0
134224,308.0,,,,,480.0
134235,228.0,5.0,4.0,,1.0,384.0
134247,31.0,2.0,1.0,,,51.0
134249,4.0,,,,,6.0
134254,1.0,,,,,
134257,1.0,,,,,
134259,8.0,,,,,14.0
134271,14.0,,,,1.0,32.0
134276,2777.0,65.0,34.0,1.0,10.0,4846.0
134277,107.0,2.0,1.0,,,188.0
134280,16.0,,,,,18.0
134286,17126.0,684.0,263.0,57.0,109.0,31147.0
134289,10409.0,239.0,108.0,10.0,49.0,14998.0
134292,2.0,,,,,4.0
134303,281.0,7.0,2.0,,1.0,527.0
134304,3.0,,,,,4.0
134319,113.0,4.0,5.0,,,188.0
134323,64.0,,,,,88.0
134328,7.0,,,,,4.0
134330,3340.0,70.0,39.0,2.0,31.0,6799.0
134342,4.0,,,,,12.0
134349,112.0,3.0,2.0,1.0,3.0,240.0
134353,307.0,,,,5.0,726.0
134357,138.0,,,,,187.0
134359,253.0,,,,1.0,725.0
134360,130.0,3.0,2.0,,2.0,236.0
134381,2.0,,,,,2.0
134382,134.0,1.0,1.0,,,234.0
134390,,,,,,782.0
134392,6.0,,,,,5.0
134406,306.0,5.0,5.0,,,449.0
134418,1.0,,,,,1.0
134420,2.0,,,,,7.0
134428,2.0,,,,,9.0
134429,1.0,,,,,1.0
134442,388.0,,,,2.0,658.0
134444,34.0,,,,,80.0
134445,2350.0,67.0,35.0,1.0,11.0,3574.0
134451,20.0,,,,,24.0
134452,956.0,39.0,23.0,4.0,3.0,1649.0
134479,4.0,,,,,9.0
134488,28.0,,,,1.0,45.0
134489,185.0,2.0,,,,187.0
134497,867.0,,,,8.0,1550.0
134508,4.0,,,,,
134509,175.0,,,,,286.0
134513,5.0,1.0,,,,7.0
134517,426.0,,,,2.0,1064.0
134526,673.0,16.0,12.0,,5.0,1157.0
134530,19.0,,,,,30.0
134531,292.0,9.0,7.0,,1.0,402.0
134538,6.0,,,,,9.0
134539,3.0,,,,,5.0
134543,7.0,,,,,17.0
134548,1.0,,,,,1.0
134554,565.0,13.0,9.0,,10.0,877.0
134555,2106.0,63.0,31.0,,7.0,3386.0
134557,6.0,,,,,18.0
134560,134.0,4.0,,,,105.0
134576,87.0,,,,2.0,144.0
134580,597.0,22.0,10.0,1.0,3.0,1798.0
134581,1507.0,13.0,6.0,1.0,14.0,2142.0
134586,15.0,,,,,23.0
134588,114.0,,,,,165.0
134591,1.0,,,,,1.0
134595,666.0,7.0,7.0,,1.0,1037.0
134600,2.0,,,,,3.0
134602,67.0,1.0,1.0,,1.0,122.0
134606,5.0,,,,,4.0
134610,3270.0,23.0,13.0,,17.0,4883.0
134616,137.0,5.0,4.0,,,221.0
134619,40725.0,1119.0,424.0,21.0,300.0,67440.0
134623,24.0,,,,1.0,33.0
134636,45.0,,,,,70.0
134647,14.0,,,,,17.0
134648,16.0,,,,,40.0
134663,7.0,,,,,5.0
134665,2.0,,,,,9.0
134677,28.0,1.0,,,,103.0
134683,8966.0,318.0,120.0,20.0,70.0,15385.0
134684,2.0,,,,,4.0
134686,1.0,,,,,2.0
134687,17.0,,,,,93.0
134688,18.0,,,,,21.0
134699,3.0,,,,,4.0
134701,26.0,1.0,,,,39.0
134710,7.0,,,,,6.0
134720,100.0,1.0,,,,147.0
134725,124.0,,,,,224.0
134727,2539.0,,,,15.0,3901.0
134731,15.0,,,,,11.0
134732,10.0,,,,,17.0
134734,5.0,,,,,2.0
134739,12.0,,,,,15.0
134748,5481.0,102.0,40.0,17.0,24.0,9280.0
134756,2.0,,,,,2.0
134759,21.0,,,,,40.0
134761,9.0,,,,,9.0
134769,3.0,2.0,,,,7.0
134771,387.0,3.0,5.0,,,541.0
134772,385.0,12.0,8.0,,2.0,600.0
134774,18.0,,,,,24.0
134776,73.0,,,,,88.0
134778,4.0,1.0,1.0,,,14.0
134783,218.0,8.0,6.0,,1.0,352.0
134785,6.0,,1.0,,,10.0
134796,1.0,,,,,
134797,1.0,,,,,
134804,2.0,,,,,2.0
134810,151.0,4.0,1.0,,3.0,320.0
134814,394.0,2.0,2.0,,1.0,632.0
134817,5037.0,147.0,89.0,1.0,29.0,8857.0
134818,360.0,15.0,11.0,2.0,1.0,592.0
134821,180.0,1.0,1.0,,,244.0
134822,56.0,1.0,,1.0,,53.0
134823,888.0,12.0,8.0,1.0,3.0,1554.0
134833,7.0,,,,,15.0
134838,71.0,,,,1.0,119.0
134839,71.0,,,,2.0,116.0
134848,60.0,5.0,2.0,,,120.0
134851,8900.0,222.0,130.0,4.0,32.0,14701.0
134857,221.0,4.0,2.0,,1.0,335.0
134874,102.0,1.0,1.0,,,138.0
134879,10.0,,,,,11.0
134890,2.0,,,,,6.0
134893,1.0,,,,,
134896,4.0,,,,,3.0
134899,21.0,,,,,25.0
134903,9.0,3.0,,,,10.0
134905,11.0,,,,,15.0
134906,444.0,7.0,3.0,,,777.0
134911,22.0,,,,,42.0
134928,2.0,,,,,3.0
134933,152.0,,,,3.0,249.0
134940,3.0,,,,,3.0
134942,100.0,,,,1.0,140.0
134943,38.0,,,,,67.0
134951,,,,,,8.0
134965,2.0,,,,,3.0
134968,274.0,6.0,3.0,,3.0,444.0
134969,86.0,,,,,145.0
134975,,,,,,6.0
134976,,,,,,6.0
134992,20.0,,,,,34.0
135006,42.0,1.0,1.0,,,110.0
135009,1.0,,,,,2.0
135012,59.0,,,,1.0,129.0
135019,2.0,,,,,
135021,3.0,,,,,5.0
135026,2.0,,,,,5.0
135028,2.0,,,,,2.0
135030,33.0,,,,,55.0
135031,20.0,,,,,40.0
135035,12.0,,,,,16.0
135044,2.0,,,,,2.0
135045,12.0,,,,,36.0
135048,2.0,,,,,2.0
135049,2.0,,,,,2.0
135055,9.0,1.0,1.0,,,12.0
135058,208.0,11.0,6.0,,3.0,347.0
135061,161.0,1.0,1.0,,1.0,257.0
135064,661.0,16.0,8.0,,4.0,1216.0
135069,22.0,,,,,34.0
135070,6.0,,,,,6.0
135078,10.0,,,,,13.0
135089,2817.0,89.0,46.0,10.0,9.0,4296.0
135107,14.0,,,,,24.0
135110,6.0,,,,,
135111,2241.0,47.0,18.0,,17.0,3515.0
135115,2.0,,,,,6.0
135124,92.0,,,,1.0,144.0
135131,95.0,1.0,,,1.0,137.0
135135,20.0,,,,,108.0
135136,18.0,1.0,,,,28.0
135139,1.0,,,,,2.0
135145,6.0,,1.0,,,7.0
135147,1959.0,81.0,40.0,8.0,12.0,3282.0
135149,2.0,,,,,4.0
135164,1.0,,,,,
135178,7.0,,,,,13.0
135181,2.0,,,,,8.0
135185,10.0,1.0,1.0,,,11.0
135187,10616.0,149.0,50.0,2.0,37.0,17943.0
135188,12.0,,,,,30.0
135189,8.0,,,,,7.0
135195,11.0,,,,,24.0
135215,11.0,,,,,36.0
135218,633.0,3.0,,,2.0,727.0
135229,9.0,,,,,27.0
135240,1386.0,28.0,13.0,,9.0,2032.0
135244,59.0,1.0,1.0,,,78.0
135249,337.0,6.0,2.0,,3.0,565.0
135266,22.0,,,,,36.0
135271,159.0,3.0,2.0,1.0,,254.0
135272,160490.0,4042.0,1690.0,562.0,585.0,253086.0
135275,3.0,,,,,3.0
135276,27.0,2.0,1.0,,,58.0
135279,9.0,,,,,7.0
135282,5.0,,,,,10.0
135288,4.0,,,,,3.0
135289,5.0,,,,,3.0
135298,2.0,,,,,9.0
135299,373.0,8.0,4.0,,2.0,633.0
135305,8.0,,,,,8.0
135309,1809.0,29.0,16.0,,3.0,3360.0
135318,27.0,,,,,34.0
135320,16.0,,,,,12.0
135334,1149.0,15.0,5.0,,5.0,1918.0
135337,3.0,,,,,5.0
135346,18.0,,,,,51.0
135348,12.0,,,,,11.0
135351,199.0,,,,,316.0
135371,,,,,,1.0
135372,16.0,,,,,25.0
135373,225.0,4.0,2.0,,1.0,417.0
135375,16.0,,,,,31.0
135376,76044.0,2210.0,853.0,116.0,405.0,112850.0
135378,72.0,,,16.0,,94.0
135394,188.0,5.0,3.0,,2.0,324.0
135404,12.0,,,,,14.0
135409,17277.0,430.0,181.0,8.0,110.0,29530.0
135411,2.0,,,,,7.0
135414,16.0,,,,,41.0
135420,14.0,,,,,27.0
135424,2.0,2.0,,,,4.0
135425,6.0,1.0,,,,6.0
135435,719.0,3.0,3.0,,4.0,1328.0
135443,21.0,,,,,41.0
135444,68.0,,1.0,,,72.0
135453,4.0,,,,,15.0
135466,56.0,1.0,,,1.0,137.0
135479,5.0,,,,,1.0
135480,1.0,,,,,2.0
135482,2531.0,45.0,30.0,2.0,10.0,3851.0
135483,1.0,,,,,17.0
135484,5.0,,,,,4.0
135486,64.0,3.0,1.0,,1.0,88.0
135488,6.0,,,,,11.0
135495,4.0,,,,,8.0
135502,1186.0,16.0,9.0,1.0,2.0,1693.0
135507,80.0,1.0,,,1.0,119.0
135509,30.0,1.0,4.0,,,59.0
135511,10.0,,,,,10.0
135513,20.0,,,,1.0,20.0
135517,308.0,6.0,1.0,,2.0,474.0
135520,21.0,1.0,1.0,,,31.0
135522,38.0,1.0,1.0,,,51.0
135524,1280.0,8.0,5.0,,10.0,2126.0
135529,32.0,1.0,,,,47.0
135531,18.0,,,,,41.0
135538,7.0,,,,,10.0
135546,21.0,,,,,28.0
135551,3.0,,,,,3.0
135553,1.0,,,,,1.0
135555,81.0,,,,1.0,119.0
135560,427.0,10.0,3.0,,1.0,811.0
135565,4.0,,,,,6.0
135569,223.0,10.0,2.0,,,357.0
135574,1.0,,,,,
135577,3440.0,70.0,48.0,,17.0,6836.0
135580,52.0,,,,,85.0
135588,8.0,,,,,9.0
135601,57.0,3.0,1.0,,,122.0
135606,2.0,,,,,3.0
135608,1.0,,,,,
135615,6.0,,,,,11.0
135617,116.0,5.0,1.0,,,212.0
135618,43.0,2.0,1.0,,,56.0
135620,58.0,,,,,107.0
135643,3.0,,,,,3.0
135653,25.0,6.0,,,,72.0
135662,1268.0,22.0,13.0,,3.0,2098.0
135663,103.0,5.0,1.0,,1.0,165.0
135667,5.0,,,,,10.0
135674,62.0,,,,,99.0
135680,31.0,,,,,27.0
135729,156.0,,,,3.0,286.0
135737,2.0,,,,,3.0
135749,1.0,,,,,1.0
135752,211.0,5.0,5.0,,1.0,565.0
135755,56.0,,,,,86.0
135763,4.0,,,,1.0,7.0
135764,680.0,7.0,3.0,,2.0,964.0
135772,3634.0,51.0,41.0,1.0,19.0,5838.0
135774,3021.0,91.0,44.0,7.0,27.0,5521.0
135776,6.0,,,,,5.0
135782,,,,,,4.0
135785,6.0,,,,,11.0
135789,273.0,,,,1.0,473.0
135797,3.0,,,,,14.0
135801,233.0,6.0,2.0,,,343.0
135812,1.0,,,,,1.0
135822,28.0,,,,,49.0
135824,22.0,,,,1.0,35.0
135827,308.0,12.0,5.0,2.0,7.0,557.0
135828,18.0,,,,,36.0
135830,420.0,10.0,8.0,,2.0,604.0
135831,217.0,3.0,,,1.0,296.0
135833,101.0,2.0,3.0,,1.0,204.0
135836,3.0,,,,,2.0
135838,33.0,,,2.0,,43.0
135848,89.0,2.0,1.0,,,195.0
135853,14.0,,,,,43.0
135859,25283.0,666.0,335.0,43.0,115.0,39045.0
135865,26393.0,556.0,294.0,19.0,112.0,41878.0
135866,11.0,,,,,10.0
135869,294.0,10.0,4.0,,4.0,609.0
135886,110.0,,,,,365.0
135890,1.0,2.0,,,,4.0
135893,202.0,,,,1.0,934.0
135894,432.0,5.0,7.0,,2.0,595.0
135898,9.0,,,,,12.0
135905,404.0,2.0,1.0,,,698.0
135906,150.0,4.0,1.0,,,297.0
135911,602.0,12.0,6.0,2.0,5.0,1106.0
135921,18.0,,,,,26.0
135924,44.0,1.0,1.0,,,66.0
135928,24.0,,,,,21.0
135933,97.0,1.0,,,,89.0
135936,19.0,,,,,12.0
135939,2.0,,,,,
135940,1.0,,,,,
135941,2.0,,,,,4.0
135943,10.0,,,,,12.0
135944,1.0,,,,,
135955,1.0,,,,,
135956,73.0,,,,,98.0
135959,65.0,,,,,123.0
135962,2.0,,,,,4.0
135968,54.0,2.0,,1.0,,131.0
135971,212.0,20.0,,,,224.0
135973,5.0,,,,,10.0
135982,1.0,,,,,1.0
135983,1.0,,,,,
135987,29.0,,,,,44.0
135996,4.0,,,,,1.0
135997,2.0,,,,,3.0
135999,,,,,,4.0
136001,1346.0,19.0,16.0,,7.0,2035.0
136002,3.0,,,,,7.0
136007,9.0,,,,,13.0
136016,99.0,5.0,4.0,,1.0,157.0
136019,2179.0,51.0,22.0,4.0,8.0,3577.0
136020,4394.0,111.0,49.0,13.0,24.0,6167.0
136026,4.0,,,,,9.0
136039,2.0,,,,,
136046,624.0,18.0,10.0,,7.0,1586.0
136048,16.0,4.0,,,,20.0
136056,2.0,,,,,6.0
136065,29.0,,,,,58.0
136069,3.0,,,,,8.0
136070,2.0,,,,,5.0
136077,21.0,,,,,21.0
136080,4.0,,,,,4.0
136092,4.0,,,,,11.0
136103,1765.0,27.0,17.0,1.0,9.0,2583.0
136110,4.0,,,,,6.0
136116,5.0,2.0,,,,11.0
136119,4.0,,,,,6.0
136129,446.0,8.0,3.0,1.0,3.0,675.0
136140,176.0,,,,,253.0
136144,401.0,4.0,,,2.0,654.0
136168,13.0,1.0,1.0,,,19.0
136172,10.0,,,,,7.0
136176,546.0,1.0,1.0,,,882.0
136197,4.0,,,,,5.0
136207,1.0,,,,,3.0
136210,7.0,,,,,13.0
136213,2.0,1.0,,,,
136215,2.0,,,,,2.0
136218,4173.0,63.0,28.0,5.0,14.0,6788.0
136227,1.0,,,,,
136241,14.0,,,,,22.0
136243,35.0,,,,,40.0
136244,2685.0,68.0,20.0,2.0,19.0,4791.0
136251,6.0,,,,,11.0
136267,125.0,,,,1.0,206.0
136269,5.0,,,,,9.0
136276,19444.0,478.0,211.0,57.0,92.0,30863.0
136282,547.0,8.0,6.0,,2.0,808.0
136287,10.0,,,,,6.0
136295,963.0,23.0,10.0,1.0,7.0,1575.0
136300,2.0,,,,,
136314,4.0,,,,,4.0
136317,159.0,2.0,,,1.0,243.0
136329,66.0,1.0,1.0,,,113.0
136343,5.0,,,,,7.0
136349,14.0,,,,,48.0
136350,118.0,4.0,2.0,,,188.0
136356,9.0,,,,,17.0
136359,40.0,,,,,78.0
136360,1.0,,,,,1.0
136373,3.0,,,,,7.0
136380,35.0,,,,,36.0
136381,2.0,,,,,8.0
136382,649.0,4.0,3.0,,5.0,1155.0
136389,27.0,,,,,24.0
136396,327.0,8.0,7.0,,1.0,448.0
136398,617.0,18.0,7.0,1.0,2.0,1034.0
136401,69.0,,1.0,,2.0,88.0
136405,5234.0,136.0,83.0,5.0,21.0,10346.0
136410,135.0,,,,1.0,343.0
136418,10.0,,,,,15.0
136422,3.0,,,,,5.0
136423,3.0,,,,,3.0
136431,1055.0,19.0,13.0,1.0,4.0,1622.0
136433,149.0,4.0,1.0,,1.0,264.0
136434,115.0,1.0,1.0,,,168.0
136435,163.0,3.0,1.0,,,401.0
136438,101.0,,,,1.0,179.0
136441,1004.0,30.0,9.0,4.0,4.0,1995.0
136442,1.0,,,,,1.0
136444,7.0,,,,,13.0
136457,166.0,5.0,3.0,,,220.0
136460,28.0,,,,,27.0
136465,1.0,,,,,1.0
136467,197.0,2.0,1.0,,1.0,311.0
136494,125.0,3.0,2.0,,,193.0
136510,1611.0,47.0,29.0,5.0,5.0,2575.0
136524,142.0,6.0,3.0,1.0,1.0,193.0
136525,1.0,,,,,1.0
136526,18931.0,490.0,293.0,88.0,82.0,29123.0
136532,4.0,1.0,,,,5.0
136537,269.0,10.0,,,,316.0
136538,2069.0,47.0,29.0,,15.0,3260.0
136539,55.0,,,,,35.0
136554,14.0,,,,,14.0
136555,26.0,,,,,36.0
136556,51.0,,,,,96.0
136559,33.0,2.0,2.0,,,52.0
136567,3837.0,137.0,72.0,5.0,27.0,6374.0
136574,96.0,2.0,1.0,,,137.0
136579,10.0,,,,,11.0
136594,8.0,,,,,11.0
136596,134.0,3.0,,,,377.0
136598,56.0,1.0,2.0,,,145.0
136604,124.0,,,,1.0,333.0
136607,,,,,,16.0
136613,309.0,10.0,4.0,2.0,4.0,584.0
136616,14.0,1.0,1.0,,,23.0
136619,428.0,2.0,,,2.0,675.0
136620,19.0,,,,,42.0
136626,1.0,,,,,2.0
136629,5.0,,,,,13.0
136632,1599.0,43.0,28.0,4.0,4.0,2317.0
136652,5.0,,,,,5.0
136661,628.0,,,,3.0,703.0
136665,4.0,,,,,
136666,1.0,,,,,
136670,3539.0,80.0,28.0,1.0,15.0,5442.0
136671,74.0,,,,3.0,150.0
136674,1.0,,,,,1.0
136676,16.0,,,2.0,,13.0
136677,1325.0,14.0,13.0,,8.0,1902.0
136679,13.0,,,,,12.0
136680,77.0,13.0,3.0,1.0,1.0,150.0
136683,2.0,1.0,1.0,,,5.0
136697,250.0,10.0,4.0,,2.0,359.0
136717,210.0,10.0,3.0,1.0,,397.0
136718,225.0,3.0,2.0,,,408.0
136723,12.0,,,,,34.0
136733,2.0,,,,,4.0
136734,1554.0,47.0,19.0,,8.0,2820.0
136750,62.0,1.0,1.0,,,102.0
136752,6.0,,,,,6.0
136753,1.0,,,,,1.0
136754,2161.0,54.0,26.0,1.0,14.0,3538.0
136773,1.0,,,,,1.0
136780,87.0,17.0,3.0,,2.0,146.0
136781,13.0,1.0,1.0,,1.0,9.0
136788,38.0,,,,,51.0
136791,40.0,2.0,1.0,,,62.0
136792,825.0,13.0,11.0,,1.0,1255.0
136797,34.0,,1.0,,,77.0
136801,32.0,,,,,42.0
136808,846.0,14.0,8.0,1.0,3.0,1725.0
136811,8.0,,,,,16.0
136816,22.0,,,,,60.0
136817,134.0,2.0,1.0,,1.0,217.0
136819,14.0,,,,,23.0
136821,6.0,,,,,6.0
136834,447.0,1.0,1.0,,4.0,737.0
136840,39.0,1.0,,,,56.0
136846,1.0,1.0,1.0,,,
136850,3.0,,,,,6.0
136856,95.0,,,,1.0,131.0
136860,52.0,,,,1.0,62.0
136861,513.0,,,,5.0,921.0
136864,9.0,,,,,23.0
136869,5.0,,,,,10.0
136877,3.0,,,,,4.0
136878,,2.0,,,,
136879,62.0,,,,,93.0
136892,4.0,,,,,6.0
136894,793.0,22.0,12.0,2.0,2.0,1434.0
136897,4.0,,,,,10.0
